Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Clinton,Sanders,Biden,Chafee,Lessig,O'Malley,Webb,Undecided,Pollster URL,Source URL,Partisan,Affiliation
McClatchy/Marist,2014-12-03,2014-12-09,2014-12-16 22:23:42 UTC,420,Registered Voters - Democrat,Live Phone,62,4,11,,,1,1,11,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-21519,http://maristpoll.marist.edu/wp-content/misc/usapolls/us141203/2016/Complete%20December%202014%20McClatchy_Marist%20Poll_2016_Release%20and%20Tables.pdf,Nonpartisan,None
CNN,2014-11-21,2014-11-23,2014-12-03 18:29:51 UTC,457,Adults - Democrat,Live Phone,65,5,9,,,0,1,4,http://elections.huffingtonpost.com/pollster/polls/cnn-21482,http://i2.cdn.turner.com/cnn/2014/images/12/02/cnnorcpoll12022014.pdf,Nonpartisan,None
Quinnipiac,2014-11-18,2014-11-23,2014-12-03 17:55:56 UTC,610,Registered Voters - Democrat,Live Phone,57,4,9,,,1,1,15,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-21481,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2116,Nonpartisan,None
ABC/Post,2014-10-09,2014-10-12,2014-10-15 11:45:34 UTC,,Registered Voters - Democrat,Live Phone,64,1,13,,,1,2,8,http://elections.huffingtonpost.com/pollster/polls/abc-post-20885,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/10/15/National-Politics/Polling/release_367.xml,Nonpartisan,None
FOX,2014-07-20,2014-07-22,2014-07-29 15:30:55 UTC,438,Registered Voters - Democrat,Live Phone,64,,12,,,1,,4,http://elections.huffingtonpost.com/pollster/polls/fox-19979,http://www.foxnews.com/politics/interactive/2014/07/28/fox-news-polls-midterm-elections-2016-presidential-matchups/,Nonpartisan,None
CNN,2014-07-18,2014-07-20,2014-07-28 18:06:10 UTC,449,Adults - Democrat,Live Phone,67,,8,,,2,,3,http://elections.huffingtonpost.com/pollster/polls/cnn-19958,http://i2.cdn.turner.com/cnn/2014/images/07/27/cnn.orc.poll.pdf,Nonpartisan,None
Quinnipiac,2014-06-24,2014-06-30,2014-07-08 15:18:21 UTC,610,Registered Voters - Democrat,Live Phone,58,,9,,,1,,16,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-19810,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2058,Nonpartisan,None
ABC/Post,2014-05-29,2014-06-01,2014-06-09 15:16:55 UTC,380,Registered Voters - Democrat,Live Phone,66,2,12,,,1,2,6,http://elections.huffingtonpost.com/pollster/polls/abc-post-19614,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/06/08/National-Politics/Polling/release_352.xml,Nonpartisan,None
FOX,2014-04-13,2014-04-15,2014-04-17 14:27:44 UTC,395,Registered Voters - Democrat,Live Phone,69,,14,,,1,,3,http://elections.huffingtonpost.com/pollster/polls/fox-19256,http://www.foxnews.com/politics/interactive/2014/04/21/fox-news-poll-independents-more-likely-to-back-anti-obamacare-candidates/,Nonpartisan,None
Reason/Rupe,2014-03-26,2014-03-30,2014-04-03 15:31:19 UTC,,Adults - Democrat,Live Phone,64,,11,,,,,16,http://elections.huffingtonpost.com/pollster/polls/reason-rupe-19173,http://reason.com/assets/db/13964619214696.pdf,Nonpartisan,None
CNN,2014-03-07,2014-03-09,2014-03-19 15:14:56 UTC,372,Adults - Democrat,Live Phone,64,,13,,,4,,6,http://elections.huffingtonpost.com/pollster/polls/cnn-19073,http://i2.cdn.turner.com/cnn/2014/images/03/17/rel4e.pdf,Nonpartisan,None
PPP (D),2014-03-06,2014-03-09,2014-03-14 16:16:21 UTC,429,Likely Voters - Democrat,Automated Phone,66,,11,,,2,,7,http://elections.huffingtonpost.com/pollster/polls/ppp-d-19043,http://www.publicpolicypolling.com/pdf/2014/PPP_Release_National_314.pdf,Pollster,Dem
PPP (D),2014-01-23,2014-01-26,2014-01-29 17:01:44 UTC,334,Likely Voters - Democrat,Automated Phone,67,,7,,,1,,10,http://elections.huffingtonpost.com/pollster/polls/ppp-d-18741,http://www.publicpolicypolling.com/pdf/2014/PPP_Release_National_129.pdf,Pollster,Dem
ABC/Post,2014-01-20,2014-01-23,2014-01-30 16:35:35 UTC,,Registered Voters - Democrat,Live Phone,73,,12,,,,,5,http://elections.huffingtonpost.com/pollster/polls/abc-post-18754,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2014/01/30/National-Politics/Polling/release_290.xml,Nonpartisan,None
Quinnipiac,2014-01-15,2014-01-19,2014-01-21 19:08:29 UTC,803,Registered Voters - Democrat,Live Phone,65,,8,,,1,,13,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18703,http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1998,Nonpartisan,None
FOX,2013-12-14,2013-12-16,2013-12-18 23:35:41 UTC,412,Registered Voters - Democrat,Live Phone,68,,12,,,1,,6,http://elections.huffingtonpost.com/pollster/polls/fox-18575,http://www.foxnews.com/politics/interactive/2013/12/26/fox-news-poll-clinton-christie-on-top-in-2016-preference-test/,Nonpartisan,None
PPP (D),2013-12-12,2013-12-15,2013-12-18 19:09:04 UTC,453,Likely Voters - Democrat,Automated Phone,66,,10,,,2,,7,http://elections.huffingtonpost.com/pollster/polls/ppp-d-18568,http://www.publicpolicypolling.com/pdf/2013/PPP_Release_National_1218.pdf,Pollster,Dem
Quinnipiac,2013-12-03,2013-12-09,2013-12-11 23:45:55 UTC,1095,Registered Voters - Democrat,Live Phone,66,,8,,,0,,13,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18519,http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1988,Nonpartisan,None
McClatchy/Marist,2013-12-03,2013-12-05,2013-12-13 20:40:55 UTC,466,Registered Voters - Democrat,Live Phone,65,,12,,,1,,9,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-18533,"http://maristpoll.marist.edu/wp-content/misc/usapolls/us131203/2016/Complete%20December%2011,%202013%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf",Nonpartisan,None
CNN,2013-11-18,2013-11-20,2013-12-02 23:40:55 UTC,374,Adults - Democrat,Live Phone,63,,12,,,2,,6,http://elections.huffingtonpost.com/pollster/polls/cnn-18475,http://i2.cdn.turner.com/cnn/2013/images/11/29/cnn.orc.poll.2016.pdf,Nonpartisan,None
PPP (D),2013-10-29,2013-10-31,2013-11-05 19:40:43 UTC,400,Likely Voters - Democrat,Automated Phone,67,,12,,,2,,12,http://elections.huffingtonpost.com/pollster/polls/ppp-d-18368,http://www.publicpolicypolling.com/pdf/2013/PPP_Release_US_110513.pdf,Pollster,Dem
YouGov/Economist,2013-10-26,2013-10-28,2013-10-30 22:37:44 UTC,381,Adults - Democrat,Internet,44,,10,,,3,,32,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-18325,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/i4pkgb3edc/econToplines.pdf,Nonpartisan,None
YouGov,2013-09-30,2013-10-01,2013-12-13 20:14:16 UTC,341,Adults - Democrat,Internet,57,,8,,,1,,23,http://elections.huffingtonpost.com/pollster/polls/yougov-18531,http://cdn.yougov.com/cumulus_uploads/document/ovdt4dpag0/tabs_OPI_2016primaries_20131002.pdf,Nonpartisan,None
Quinnipiac,2013-09-23,2013-09-29,2013-10-02 17:17:47 UTC,692,Registered Voters - Democrat,Live Phone,61,,11,,,0,,17,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-18116,http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1959,Nonpartisan,None
Rasmussen,2013-09-16,2013-09-17,2013-09-19 18:44:30 UTC,,Likely Voters - Democrat,Automated Phone,77,,11,,,,,6,http://elections.huffingtonpost.com/pollster/polls/rasmussen-17978,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/2016_christie_r_39_biden_d_35,Nonpartisan,None
CNN,2013-09-06,2013-09-08,2013-09-16 19:48:33 UTC,448,Adults - Democrat,Live Phone,65,,10,,,2,,7,http://elections.huffingtonpost.com/pollster/polls/cnn-17953,http://i2.cdn.turner.com/cnn/2013/images/09/16/2016poll.pdf,Nonpartisan,None
Rasmussen,2013-08-01,2013-08-02,2013-08-06 15:18:47 UTC,380,Likely Voters - Democrat,Automated Phone,63,,12,,,1,,9,http://elections.huffingtonpost.com/pollster/polls/rasmussen-17777,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/hillary_clinton_is_leading_favorite_and_unfavorite_in_democratic_presidential_pack,Nonpartisan,None
PPP (D),2013-07-19,2013-07-21,2013-07-26 20:22:53 UTC,418,Likely Voters - Democrat,Automated Phone,52,,12,,,1,,17,http://elections.huffingtonpost.com/pollster/polls/ppp-d-17738,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_National_725.pdf,Pollster,Dem
McClatchy/Marist,2013-07-15,2013-07-18,2013-07-26 19:50:20 UTC,426,Registered Voters - Democrat,Live Phone,63,,13,,,1,,18,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-17737,"http://maristpoll.marist.edu/wp-content/misc/usapolls/us130715/Campaign%202016/Complete%20July%2024,%202013%20USA%20McClatchy-Marist%20Poll%20Results%20and%20Tables.pdf",Nonpartisan,None
YouGov/Economist,2013-05-25,2013-05-27,2013-05-29 17:09:41 UTC,403,Adults - Democrat,Internet,60,,14,,,3,,17,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17467,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jec08kvfk5/20130525econToplines.pdf,Nonpartisan,None
YouGov/Economist,2013-05-18,2013-05-20,2013-05-22 17:52:33 UTC,407,Adults - Democrat,Internet,64,,11,,,0,,20,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17431,http://cdn.yougov.com/cumulus_uploads/document/9iecol3fxz/20130520econToplines.pdf,Nonpartisan,None
YouGov/Economist,2013-05-11,2013-05-13,2013-05-15 17:08:30 UTC,398,Adults - Democrat,Internet,59,,9,,,1,,24,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-17400,http://cdn.yougov.com/cumulus_uploads/document/2r67v1kk13/20130513econToplines.pdf,Nonpartisan,None
PPP (D),2013-05-06,2013-05-09,2013-05-15 16:18:48 UTC,589,Likely Voters - Democrat,Automated Phone,63,,13,,,2,,10,http://elections.huffingtonpost.com/pollster/polls/ppp-d-17399,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_National_515Final.pdf,Pollster,Dem
Quinnipiac,2013-04-25,2013-04-29,2013-05-02 14:28:06 UTC,650,Registered Voters - Democrat,Live Phone,65,,13,,,1,,14,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-17336,http://www.quinnipiac.edu/institutes--centers/polling-institute/national/release-detail?ReleaseID=1891,Nonpartisan,None
PPP (D),2013-03-27,2013-03-30,2013-04-04 16:22:12 UTC,666,Likely Voters - Democrat,Automated Phone,64,,18,,,1,,6,http://elections.huffingtonpost.com/pollster/polls/ppp-d-17222,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_4313.pdf,Pollster,Dem
PPP (D),2013-01-31,2013-02-03,2013-02-07 20:34:59 UTC,416,Likely Voters - Democrat,Automated Phone,58,,19,,,1,,9,http://elections.huffingtonpost.com/pollster/polls/ppp-d-16996,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_National_207.pdf,Pollster,Dem
PPP (D),2013-01-31,2013-02-03,2014-03-24 20:23:45 UTC,416,Likely Voters - Democrat,Automated Phone,58,,19,,,1,,9,http://elections.huffingtonpost.com/pollster/polls/ppp-d-19115,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_National_207.pdf,Pollster,Dem
YouGov/Economist,2013-01-19,2013-01-21,2013-02-01 18:34:41 UTC,378,Adults - Democrat,Internet,44,,11,,,2,,27,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-16964,http://cdn.yougov.com/cumulus_uploads/document/d3ms2sphnu/20130119econTabReport.pdf,Nonpartisan,None
YouGov/Economist,2013-01-12,2013-01-14,2013-02-01 17:14:07 UTC,390,Adults - Democrat,Internet,48,,12,,,1,,,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-16963,http://cdn.yougov.com/cumulus_uploads/document/h9rwppzi83/20130112_econTabReport.pdf,Nonpartisan,None
PPP (D),2013-01-03,2013-01-06,2013-01-08 12:08:17 UTC,400,Likely Voters - Democrat,Automated Phone,57,,16,,,3,,10,http://elections.huffingtonpost.com/pollster/polls/ppp-d-16866,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_National_011013.pdf,Pollster,Dem
PPP (D),2012-11-30,2012-12-02,2012-12-06 16:31:37 UTC,454,Registered Voters - Democrat,Automated Phone,61,,12,,,2,,12,http://elections.huffingtonpost.com/pollster/polls/ppp-d-16784,http://www.publicpolicypolling.com/pdf/2011/PPP_Release_National_1206.pdf,Pollster,Dem
